LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003018727-0001-3,MOHAMMAD AMIN TARKHASI,MR. PIZZA,14851   VICTORY BLVD   UNIT #H,VAN NUYS,91411-1558,14851 VICTORY 91411-1558,,,,722110,Full-service restaurants,6,12/01/2017,,"(34.187, -118.4571)"
0002803067-0001-7,EKC INTERNATIONAL LOS ANGELES INC,GAZEN,362 E 1ST STREET,LOS ANGELES,90012-3902,362 1ST 90012-3902,,,,722110,Full-service restaurants,14,02/02/2015,,"(34.0494, -118.2394)"
0002646783-0001-0,FRANCO DE DOMINICIS,FRANCOS,8000 W SUNSET BLVD   UNIT #A120,LOS ANGELES,90046-2439,8000 SUNSET 90046-2439,,,,722110,Full-service restaurants,4,02/01/2019,,"(34.0975, -118.3651)"
0002681008-0003-1,FIVE GUYS OPERATIONS LLC,FIVE GUYS BURGER AND FRIES | FIVE GUYS BURGERS AND FRIES,5550 WILSHIRE BLVD SUITE #D,LOS ANGELES,90036-3809,5550 WILSHIRE 90036-3809,10718 RICHMOND HIGHWAY,LORTON,22079-2622,722110,Full-service restaurants,4,02/27/2013,,"(34.0622, -118.3494)"
0000031002-0001-4,SALEM MALEEH,TOP FALAFEL,6424 1/2 COLDWATER CANYON AVENUE,N HOLLYWOOD,91606-1113,6424 COLDWATER CANYON 91606-1113,,,,722110,Full-service restaurants,2,07/15/2003,,"(34.187, -118.4138)"
0000659371-0002-1,SANDI UNG TANG,"LOUISIANA FRIED CHICKEN, CHINESE FOOD, DONUTS & FISH MARKET",2103 W JEFFERSON BLVD,LOS ANGELES,90018-3765,2103 JEFFERSON 90018-3765,7708 HELLMAN AVENUE,ROSEMEAD,91770-2321,722110,Full-service restaurants,8,05/01/2012,,"(34.0255, -118.3176)"
0000757580-0001-0,JOHN S LEONE/NIKITA LEONE,ITALIAN SOUL CATERING AND EVENT PLANNING,22252 CRISWELL STREET,WOODLAND HILLS,91303-2405,22252 CRISWELL 91303-2405,,,,722110,Full-service restaurants,3,01/14/2003,,"(34.1908, -118.612)"
0000452242-0001-7,MEHRZAD SOLEIMANI,JIM DANDY FAST FOOD,11328 S VERMONT AVENUE,LOS ANGELES,90044-1304,11328 VERMONT 90044-1304,,,,722110,Full-service restaurants,8,05/01/1983,,"(33.9314, -118.2915)"
0000601814-0001-6,SALVADOR CATERING INC,,8757 LANKERSHIM BLVD,SUN VALLEY,91352-2514,8757 LANKERSHIM 91352-2514,8941 ONEIDA AVENUE,SUN VALLEY,91352-2433,722110,Full-service restaurants,6,06/01/1984,,"(34.2279, -118.3877)"
0002991108-0001-6,LOS PATRONES COCINA MEXICANA INC.,,21718 S VERMONT AVENUE,TORRANCE,90502-2109,21718 VERMONT 90502-2109,1151 W CARSON STREET,TORRANCE,90502-2018,722110,Full-service restaurants,0,06/01/2017,,"(33.831, -118.2899)"
0003002709-0001-5,OHTANI INC,MUTSUMI SUSHI,20957   DEVONSHIRE STREET,CHATSWORTH,91311-2313,20957 DEVONSHIRE 91311-2313,,,,722110,Full-service restaurants,12,08/21/2017,,"(34.2573, -118.5904)"
0003038892-0001-7,"EMPTY PLATE, LLC",ARCWOOD WINE BAR,18636   VENTURA BLVD,TARZANA,91356-4104,18636 VENTURA 91356,18636   VENTURA BLVD,TARZANA,91356-4104,722110,Full-service restaurants,3,02/01/2018,,"(34.1701, -118.5396)"
0000363728-0001-6,SBD FOODS INC,SUBWAY SANDWICH #11953,3122 S SEPULVEDA BLVD,LOS ANGELES,90034-4204,3122 SEPULVEDA 90034-4204,,,,722110,Full-service restaurants,5,04/15/1996,,"(34.0257, -118.4273)"
0003248568-0001-6,AGUIBAR LLC,BAMBINO STONE PIZZA,3501   MONTEREY ROAD,LOS ANGELES,90032-0032,3501 MONTEREY 90032,,,,722110,Full-service restaurants,14,04/01/2021,,"(34.0865, -118.1877)"
0000877764-0001-5,JORGE CANSECO,TRES AMIGOS RESTAURANT,4869 SANTA MONICA BLVD,LOS ANGELES,90029-2633,4869 SANTA MONICA 90029-2633,,,,722110,Full-service restaurants,13,08/02/2004,,"(34.0908, -118.2952)"
0003056334-0001-1,PAOLA N RAMIREZ,MARISCOS PUERTO ESCONDIDO,3740   WHITTIER BLVD,LOS ANGELES,90023-1704,3740 WHITTIER 90023-1704,,,,722110,Full-service restaurants,14,05/01/2018,,"(34.0238, -118.1927)"
0000996722-0001-2,DORINE ENTERPRISES INC,VICTORY PLAZA SUBWAY,13009 VICTORY BLVD,N HOLLYWOOD,91606-2925,13009 VICTORY 91606-2925,,,,722110,Full-service restaurants,2,04/01/2003,,"(34.1866, -118.4168)"
0000832488-0009-0,LITTLE CAESARS ENTERPRISES INC,LITTLE CAESAR,4401 EAGLE ROCK BLVD,LOS ANGELES,90041-3212,4401 EAGLE ROCK 90041-3212,2211 WOODWARD AVENUE,DETROIT,48201-3467,722110,Full-service restaurants,1,01/05/1999,,"(34.1241, -118.2209)"
0002414160-0001-5,HANDSOME OLDER GUYS LLC,,12514 VENTURA BLVD,STUDIO CITY,91604-2412,12514 VENTURA 91604-2412,16311 VENTURA BLVD SUITE #1111,ENCINO,91436-4355,722110,Full-service restaurants,2,01/01/2009,,"(34.1427, -118.4055)"
0002673295-0001-9,KAWALJEET SINGH AND PARAMJEET KAUR SAROAI,MAMA'S INDIAN KITCHEN,10032 VENICE BLVD,CULVER CITY,90232-2720,10032 VENICE 90232-2720,,,,722110,Full-service restaurants,5,04/01/2013,,"(34.0227, -118.3997)"
0003252680-0001-8,DINE CALIFORNIA PIZZA LLC,800 DEGREES WFK,1521   VINE STREET,LOS ANGELES,90028-7304,1521 VINE 90028,1521   VINE STREET,LOS ANGELES,90028-7304,722110,Full-service restaurants,13,01/01/2021,,"(34.0985, -118.3268)"
0000678623-0001-4,KORAKU GROUP INC,KORAKU RESTAURANT,314 E 2ND STREET,LOS ANGELES,90012-4221,314 2ND 90012-4221,,,,722110,Full-service restaurants,14,04/01/2003,,"(34.0491, -118.2414)"
0000968208-0001-7,PRETZEL KING LLC,AUNTIE ANNES HAND ROLLED SOFT PRETZELS,9301 TAMPA AVENUE #83A/152,NORTHRIDGE,91324-2503,9301 TAMPA 91324-2503,3520   GIDDINGS RANCH ROAD,ALTADENA,91001-3805,722110,Full-service restaurants,12,07/19/1999,,"(34.2391, -118.5535)"
0003032187-0001-5,ZIZZI LOUNGE INC,,6099 W SUNSET BLVD,LOS ANGELES,90028-6434,6099 SUNSET 90028,532 E VERDUGO AVENUE   #D,BURBANK,91501-2340,722110,Full-service restaurants,13,01/09/2018,,"(34.0983, -118.3221)"
0003024677-0001-1,SMK CORPORATION,VINCENZO'S PIZZA GRANADA HILLS,11045   BALBOA BLVD,GRANADA HILLS,91344-5008,11045 BALBOA 91344-5008,,,,722110,Full-service restaurants,12,01/15/2018,,"(34.2713, -118.5026)"
0002701216-0001-1,"TLT, LLC",,225 W 7TH STREET,LOS ANGELES,90014-1851,225 7TH 90014-1851,,,,722110,Full-service restaurants,14,09/10/2013,,"(34.0449, -118.2528)"
0000457861-0004-0,KIMURA ENTERPRISE INC,SUSHISTOP,2053 SAWTELLE BLVD,LOS ANGELES,90025-6229,2053 SAWTELLE 90025-6229,4200 CAMELLIA AVENUE,STUDIO CITY,91604-2936,722110,Full-service restaurants,11,09/25/2010,,"(34.0402, -118.443)"
0002401301-0001-6,ALICIA M TABALON,TOTOS SEAFOOD GRILL ATBP,14441 ROSCOE BLVD,PANORAMA CITY,91402-3012,14441 ROSCOE 91402-3012,,,,722110,Full-service restaurants,6,01/01/2009,,"(34.2215, -118.4479)"
0002835890-0001-5,THAI FUSHION BISTRO LLC,,6401 PLATT AVENUE #5,WEST HILLS,91307-3200,6401 PLATT 91307-3200,,,,722110,Full-service restaurants,3,07/25/2015,,"(34.1866, -118.6427)"
0002387043-0001-4,YAMATO ENCINO CORPORATION,YAMATO RESTAURANT,17200 VENTURA BLVD #221,ENCINO,91316-4097,17200 VENTURA 91316-4097,,,,722110,Full-service restaurants,5,10/27/2008,,"(34.1605, -118.5076)"
0002250300-0001-5,CAFE BELLA ROMA SPQR LLC,TRATTORIA BELLA ROMA,1509 S ROBERTSON BLVD,LOS ANGELES,90035-4231,1509 ROBERTSON 90035-4231,,,,722110,Full-service restaurants,5,06/01/2007,,"(34.0518, -118.3841)"
0002690435-0001-4,LUX RESTAURANT INC,,5237 W SUNSET BLVD,LOS ANGELES,90027-5709,5237 SUNSET 90027-5709,,,,722110,Full-service restaurants,13,07/03/2013,,"(34.0981, -118.304)"
0002747463-0001-1,ELIZABETH GARCIA,HONDURAS RESTAURANT,6747 TAMPA AVENUE,RESEDA,91335-5015,6747 TAMPA 91335-5015,,,,722110,Full-service restaurants,3,04/01/2014,,"(34.193, -118.5535)"
0002091597-0001-8,SOUTH BAY CORP,MCDONALD'S RESTAURANT,6345 WILSHIRE BLVD,LOS ANGELES,90048-5001,6345 WILSHIRE 90048-5001,723 S GLASGOW AVENUE   SUITE #C,INGLEWOOD,90301-3019,722110,Full-service restaurants,5,11/23/2005,,"(34.0635, -118.3666)"
0002755131-0002-6,"KARMA RESTAURANT GROUP, INC",KARMA LOUNGE,3954 BEVERLY BLVD,LOS ANGELES,90004-3434,3954 BEVERLY 90004-3434,,,,722110,Full-service restaurants,13,09/29/2014,,"(34.0762, -118.2952)"
0002249863-0002-9,SAVIN HANG,HAPPY DONUTS,600 S ALVARADO STREET #110,LOS ANGELES,90057-3344,600 ALVARADO 90057-3344,,,,722110,Full-service restaurants,1,01/01/2007,,"(34.0595, -118.2748)"
0000428213-0002-3,DISH FUNCTIONAL INC,,6248 SANTA MONICA BLVD,LOS ANGELES,90038-1704,6248 SANTA MONICA 90038-1704,911 SEWARD STREET,LOS ANGELES,90038-2518,722110,Full-service restaurants,13,04/30/2014,,"(34.0907, -118.3255)"
0000540892-0001-9,JULIAN A MOJICA,,12037 PIERCE STREET,LAKE VIEW TERRACE,91342-7120,12037 PIERCE 91342-7120,,,,722110,Full-service restaurants,7,09/08/1997,,"(34.2805, -118.395)"
0000456758-0001-8,MUCHO MAS I INC,MUCHO MAS,10405 BURBANK BLVD,N HOLLYWOOD,91601-2216,10405 BURBANK 91601-2216,,,,722110,Full-service restaurants,2,06/10/1982,,"(34.1721, -118.358)"
0000286843-0001-8,JOSE O ZAMORA,,117 W 107TH STREET,LOS ANGELES,90003-4615,117 107TH 90003-4615,,,,722110,Full-service restaurants,8,05/01/2001,,"(33.9392, -118.2744)"
0002754754-0001-1,SHERMAN OAKS 1LP,TIPSY COW,15005 VENTURA BLVD,SHERMAN OAKS,91403-2442,15005 VENTURA 91403-2442,12430   RIVERSIDE DRIVE,VALLEY VILLAGE,91607-3510,722110,Full-service restaurants,4,06/01/2014,,"(34.1527, -118.4597)"
0000369990-0001-5,BARRY M COCKERAM,BEVERLY GLEN DELI,2948 N BEVERLY GLEN CIRCLE,LOS ANGELES,90077-1724,2948 BEVERLY GLEN 90077-1724,,,,722110,Full-service restaurants,5,08/05/1996,,"(34.1274, -118.4445)"
0003072691-0001-8,TUYET LE HOANG TRAN,WONGS WOK SILVERLAKE,2554   GLENDALE BLVD,LOS ANGELES,90039-3220,2554 GLENDALE 90039-3220,,,,722110,Full-service restaurants,13,08/29/2018,,"(34.104, -118.259)"
0002965295-0001-3,KIFF KAFE LLC,,12229 W PICO BLVD,LOS ANGELES,90064-1134,12229 PICO 90064-1134,,,,722110,Full-service restaurants,11,02/13/2017,,"(34.0288, -118.4521)"
0002995021-0008-0,"POLLO CAMPERO OF CALIFORNIA, LLC",POLLO CAMPERO,8401   VAN NUYS BLVD   #603,PANORAMA CITY,91402-3586,8401 VAN NUYS 91402-3586,12404   PARK CENTRAL DRIVE   SUITE #250,DALLAS,75251-1803,722110,Full-service restaurants,6,10/30/2017,,"(34.2232, -118.4498)"
0003083368-0001-8,CNC RESTAURANT INC,IVANHOE RESTAURANT  AND BAR,2500   RIVERSIDE DRIVE,LOS ANGELES,90039-4025,2500 RIVERSIDE 90039-4025,2500   RIVERSIDE DRIVE,LOS ANGELES,90039-4025,722110,Full-service restaurants,4,11/01/2018,,"(34.1061, -118.2569)"
0002753530-0001-1,YUNSUK CHOI,DON'S BBQ #3,1250 LOMITA BLVD,HARBOR CITY,90710-2120,1250 LOMITA 90710-2120,,,,722110,Full-service restaurants,0,06/02/2014,,"(33.7977, -118.2985)"
0000111880-0015-2,STARBUCKS CORPORATION,STARBUCKS COFFEE #17413,3584 S FIGUEROA STREET UNIT #3,LOS ANGELES,90007-4313,3584 FIGUEROA 90007-4313,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,9,08/09/2012,,"(34.0191, -118.2817)"
0000603837-0001-1,STARBUCKS CORPORATION,STARBUCKS COFFEE 6431,28190 S WESTERN AVENUE,SAN PEDRO,90732-1248,28190 WESTERN 90732-1248,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,15,01/12/2002,,"(33.7637, -118.3113)"
0000867858-0001-1,ULTRA MEAL CORP,MAMI KING,13551 ROSCOE BLVD,PANORAMA CITY,91402-5500,13551 ROSCOE 91402-5500,,,,722110,Full-service restaurants,6,05/25/1998,,"(34.2216, -118.4279)"
0003006059-0001-5,RICKY'S INC,RICKY'S TASTE OF MEXICO,2604 S SAN PEDRO STREET,LOS ANGELES,90011-1522,2604 SAN PEDRO 90011-1522,2604 S SAN PEDRO STREET,LOS ANGELES,90011-1522,722110,Full-service restaurants,9,12/13/2016,,"(34.0214, -118.2613)"
0002639223-0001-2,HUGO SANCHEZ,LA BARBACHA RESTAURANT,2510 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3004,2510 CESAR E CHAVEZ 90033-3004,3420   PEBBLE BEACH COURT,PICO RIVERA,90660-6404,722110,Full-service restaurants,14,10/01/2012,,"(34.0461, -118.2062)"
0002449981-0001-8,AGUSTIN SOTO,EL RINCON MEXICANO,7061 FOOTHILL BLVD,TUJUNGA,91042-2714,7061 FOOTHILL 91042-2714,,,,722110,Full-service restaurants,7,07/01/2009,,"(34.2479, -118.2849)"
0002366920-0001-7,NORTH PLAZA RESTAURANT PARTNERS LLC,DRAGO CENTRO,525 S FLOWER STREET SUITE #120,LOS ANGELES,90071-2247,525 FLOWER 90071-2247,,,,722110,Full-service restaurants,14,09/15/2008,,"(34.0512, -118.2563)"
0003030749-0008-1,WKS FROSTY CORP,WENDY'S # 98470,19317   SHERMAN WAY,RESEDA,91335-3557,19317 SHERMAN 91335-3557,5856   CORPORATE AVENUE   SUITE #200,CYPRESS,90630-4754,722110,Full-service restaurants,3,12/01/2018,,"(34.2015, -118.554)"
0003064469-0001-5,MOHAMMAD TARKHASI,LENZINI NOHO,5044   LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-4225,5044 LANKERSHIM 91601-4225,,,,722110,Full-service restaurants,2,07/15/2018,,"(34.1622, -118.3727)"
0003250900-0001-9,SOGY AND SONS INC,"BOLLYWOOD BAR, GRILL & PIZZA",20141   ROSCOE BLVD,WINNETKA,91306-1627,20141 ROSCOE 91326,20141   ROSCOE BLVD,WINNETKA,91306-1627,722110,Full-service restaurants,3,05/01/2021,,"(34.221, -118.5724)"
0002688376-0001-7,CATCHRIS LLC,,6801 HOLLYWOOD BLVD #411-416,HOLLYWOOD,90028-6136,6801 HOLLYWOOD 90028-6136,500 N VIA VAL VERDE,MONTEBELLO,90640-2358,722110,Full-service restaurants,13,03/08/2013,,"(34.1015, -118.3401)"
0002977734-0001-9,MARIA R GARCIA,ROCA FUERTE PANADERIA Y PUPUSERIA,8710  1/2   SEPULVEDA BLVD,NORTH HILLS,91343-5167,8710 SEPULVEDA 91343-5167,9146   LEMONA AVENUE   UNIT #105,NORTH HILLS,91343-3471,722110,Full-service restaurants,6,03/30/2017,,"(34.2288, -118.4675)"
0002403607-0002-1,AMY KWANSUK HONG,,3415 S SEPULVEDA BLVD    #160,LOS ANGELES,90034-6016,3415 SEPULVEDA 90034-6016,,,,722110,Full-service restaurants,5,10/01/2010,,"(34.0208, -118.4234)"
0003094464-0001-1,SUNG HYE AHN,HUNGRY HAROLD'S,3453 W SLAUSON AVENUE,LOS ANGELES,90043-2438,3453 SLAUSON 90043-2438,,,,722110,Full-service restaurants,8,01/10/2019,,"(33.9891, -118.3327)"
0003016956-0001-1,ALFREDO J JIMENEZ / FIDELIA JIMENEZ,PULGARCITO DEL VALLE,12516  1/2   VANOWEN STREET,NORTH HOLLYWOOD,91605-5320,12516 VANOWEN 91605-5320,,,,722110,Full-service restaurants,2,11/01/2017,,"(34.1936, -118.4061)"
0002661881-0001-5,"861 N. LA CIENEGA ASSOCIATES, LLC",BARTON G. RESTAURANT,861 N LA CIENEGA BLVD,LOS ANGELES,90069-4707,861 LA CIENEGA 90069-4707,240 NE 72ND STREET,MIAMI,33138-5317,722110,Full-service restaurants,5,06/01/2014,,"(34.0868, -118.3764)"
0000062450-0001-2,"MAP BUSINESS GROUP, INC.",WESTERN PICO DISCOUNT WORLD,3569 W 8TH STREET,LOS ANGELES,90005-2905,3569 8TH 90005-2905,,,,722110,Full-service restaurants,10,11/21/1992,,"(34.0578, -118.3083)"
0002664558-0001-3,PIT FIRE EXECUTIVES LLC,,1905 LINCOLN BLVD,VENICE,90291-3909,1905 LINCOLN 90291-3909,2434   LINCOLN BLVD   SUITE #3,VENICE,90291-6035,722110,Full-service restaurants,11,01/01/2012,,"(33.9959, -118.4567)"
0000888448-0001-5,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #327,13648 VAN NUYS BLVD,PACOIMA,91331-3612,13648 VAN NUYS 91331-3612,9357   SPECTRUM CENTER BLVD,SAN DIEGO,92123-1444,722110,Full-service restaurants,7,11/01/1970,,"(34.2601, -118.4302)"
0002930502-0001-6,KC OF BALDWIN HILLS,THE KICKIN CRAB,3755   SANTA ROSALIA DRIVE,LOS ANGELES,90008-3603,3755 SANTA ROSALIA 90008-3603,2740   ALTON PARKWAYS,IRVINE,92606-8283,722110,Full-service restaurants,8,09/15/2016,,"(34.0094, -118.3374)"
0002724262-0001-5,3 TREE INC,,1700 SILVER LAKE BLVD,LOS ANGELES,90026-1222,1700 SILVER LAKE 90026-1222,942 CALLE AMABLE,GLENDALE,91208-3061,722110,Full-service restaurants,13,01/22/2014,,"(34.0893, -118.2685)"
0000368836-0001-5,JUAN ANDRADE/CLARA TRUJILLO,TACOS CLARITA,3049 E 4TH STREET,LOS ANGELES,90063-3153,3049 4TH 90063-3153,,,,722110,Full-service restaurants,14,08/10/1996,,"(34.0362, -118.202)"
0000908846-0001-3,SERGIO LUA,PEPE'S TACOS,4582 S CENTINELA AVENUE,LOS ANGELES,90066-6271,4582 CENTINELA 90066-6271,,,,722110,Full-service restaurants,11,01/02/1999,,"(33.9914, -118.4215)"
0003247914-0001-5,ALCHEMY GROUP CONCEPTS LLC,KAI'S TABLE,1050 S FLOWER STREET   SUITE #167,LOS ANGELES,90015-5102,1050 FLOWER 90015,1050 S FLOWER STREET   SUITE #167,LOS ANGELES,90015-5102,722110,Full-service restaurants,14,10/23/2020,,"(34.0429, -118.2633)"
0000136331-0001-7,T & K INC,PHOENIX INN RESTAURANT,301 ORD STREET,LOS ANGELES,90012-2832,301 ORD 90012-2832,,,,722110,Full-service restaurants,1,12/01/1977,,"(34.06, -118.2385)"
0002641235-0001-3,SAGE VEGAN BISTRO ECHO PARK LLC,SAGE VEGAN BISTRO,1700 W SUNSET BLVD,LOS ANGELES,90026-3225,1700 SUNSET 90026-3225,,,,722110,Full-service restaurants,13,10/01/2012,,"(34.0772, -118.2584)"
0002516592-0001-8,ES CON SABOR 2010 LLC,ES CON SABOR RESTAURANT,5239 W ADAMS BLVD,LOS ANGELES,90016-2626,5239 ADAMS 90016-2626,11714 MCDONALD STREET,CULVER CITY,90230-6037,722110,Full-service restaurants,10,08/01/2010,,"(34.0325, -118.3567)"
0002534402-0002-3,MENDEZ&MORE INC,LILI'S CAFE,8925   SEPULVEDA BLVD   #113,NORTH HILLS,91343-4300,8925 SEPULVEDA 91343-4300,,,,722110,Full-service restaurants,7,09/07/2018,,"(34.2323, -118.4682)"
0002742985-0001-1,EMMANUEL TRUJILLO & MICHELLE GONZALEZ,EL MICHOACANO,11017 SAN FERNANDO ROAD,PACOIMA,91331-2642,11017 SAN FERNANDO 91331-2642,,,,722110,Full-service restaurants,7,03/28/2014,,"(34.2703, -118.4265)"
0002943668-0001-1,POKEGAMI LLC,OKIPOKI,507 S SPRING STREET,LOS ANGELES,90013-2303,507 SPRING 90013-2303,,,,722110,Full-service restaurants,14,10/19/2016,,"(34.0473, -118.2499)"
0000309434-0001-2,JOSE GUILLEN,GUILLEN MARISCOS,7438 LUBEC STREET,DOWNEY,90240-3114,7438 LUBEC 90240-3114,,,,722110,Full-service restaurants,0,04/29/1980,,"(33.9617, -118.1376)"
0000307332-0001-1,UM RESTAURANTS LLC,BURGER PALACE #2 | BURGER PALACE 2,2075 W JEFFERSON BLVD,LOS ANGELES,90018-3419,2075 JEFFERSON 90018-3419,,,,722110,Full-service restaurants,8,11/21/1985,,"(34.0255, -118.317)"
0002849054-0001-9,"CLASSIC GRILL, INC.",,5569 W MANCHESTER AVENUE,LOS ANGELES,90045-4413,5569 MANCHESTER 90045-4413,5569 W MANCHESTER AVENUE,LOS ANGELES,90045-4413,722110,Full-service restaurants,11,01/01/2014,,"(33.96, -118.3782)"
0003075850-0001-7,LA MIRACLE MILE LLC,VEES CAFE,5354   WILSHIRE BLVD,LOS ANGELES,90036-4212,5354 WILSHIRE 90036-4212,2041   VIRGINIA AVENUE   UNIT #D,SANTA MONICA,90404-4824,722110,Full-service restaurants,4,09/15/2018,,"(34.062, -118.3456)"
0000851569-0001-5,SAL FED CORP OF BOYLE HGTS,,320 N SOTO STREET,LOS ANGELES,90033-1815,320 SOTO 90033-1815,177 BUSINESS CENTER DRIVE,CORONA,92880-1757,722110,Full-service restaurants,14,08/01/1969,,"(34.0473, -118.2074)"
0003076562-0001-2,JINYA ENCINO INC,JINYA RAMEN BAR,17237   VENTURA BLVD,ENCINO,91316-4058,17237 VENTURA 91316,3334   BURTON AVENUE,BURBANK,91504-3105,722110,Full-service restaurants,5,06/01/2019,,"(34.1611, -118.5081)"
0000267398-0001-2,CHI CHIS PIZZA INC,,9080 TAMPA AVENUE,NORTHRIDGE,91324-3523,9080 TAMPA 91324-3523,9205 ALABAMA AVENUE #A,CHATSWORTH,91311-5859,722110,Full-service restaurants,12,07/01/1973,,"(34.2349, -118.5535)"
0003011540-0002-0,ALFREDO GUTIERREZ,HACIENDA GRILL,11212  1/2 S CENTRAL AVENUE,LOS ANGELES,90059-1640,11212 CENTRAL 90059-1640,,,,722110,Full-service restaurants,15,05/06/2018,,"(33.9327, -118.2539)"
0002873026-0001-2,B & K ENTERPRISE INC,CAFE LA VUE,3855 WILSHIRE BLVD,LOS ANGELES,90010-3202,3855 WILSHIRE 90010-3202,3855 WILSHIRE BLVD,LOS ANGELES,90010-3202,722110,Full-service restaurants,10,12/20/2015,,"(34.0616, -118.3108)"
0000005646-0001-6,MERIE S VILLATORO,CLEMEN'S RESTAURANT,3551 S WESTERN AVENUE,LOS ANGELES,90018-3825,3551 WESTERN 90018-3825,,,,722110,Full-service restaurants,8,06/23/2003,,"(34.0236, -118.3088)"
0002753627-0001-8,NICO VALENTINO SANTUCCI,FROSTY QUEEN,17603 CHATSWORTH STREET,GRANADA HILLS,91344-5602,17603 CHATSWORTH 91344-5602,,,,722110,Full-service restaurants,12,05/01/2014,,"(34.2649, -118.5176)"
0002717862-0001-0,GW LAO INC,GOLDEN WOK EXPRESS,3403 W SLAUSON AVENUE,LOS ANGELES,90043-2425,3403 SLAUSON 90043-2425,2446 SAN GABRIEL BLVD UNIT #C,ROSEMEAD,91770-3672,722110,Full-service restaurants,8,10/01/2013,,"(33.989, -118.3309)"
0003111508-0001-9,CHASING FISH INC,POKEMOTTO,11114   MAGNOLIA BLVD,NORTH HOLLYWOOD,91601-3812,11114 MAGNOLIA 91601-3812,19100   VENTURA BLVD   SUITE #F,TARZANA,91356-3238,722110,Full-service restaurants,2,11/01/2018,,"(34.1646, -118.3731)"
0000258436-0001-1,MELROSE RESTAURANT INC,HOT WINGS CAFE,7011 MELROSE AVENUE,LOS ANGELES,90038-3307,7011 MELROSE 90038-3307,,,,722110,Full-service restaurants,5,05/23/1986,,"(34.0834, -118.3429)"
0000802756-0001-0,SALFED CORP OF LOS ANGELES,KENTUCKY FRIED CHICKEN,624 S LORENA STREET,LOS ANGELES,90023-1644,624 LORENA 90023-1644,177 BUSINESS CENTER DRIVE,CORONA,92880-1757,722110,Full-service restaurants,14,01/01/1968,,"(34.0302, -118.1993)"
0000933134-0001-6,MASU CO. INC.,SUSHI MASU,1911 WESTWOOD BLVD,LOS ANGELES,90025-4613,1911 WESTWOOD 90025-4613,,,,722110,Full-service restaurants,5,01/18/1999,,"(34.0479, -118.4353)"
0000164923-0001-6,RAUL MORALES RAMIREZ,TAQUERIA VISTA HERMOSA,3655 S GRAND AVENUE SPACE #C-5,LOS ANGELES,90007-4308,3655 GRAND 90007-4308,,,,722110,Full-service restaurants,9,08/26/2000,,"(34.013, -118.2806)"
0000824778-0001-3,SOKHA PETER DOK,MOMS DONUTS,4954 VAN NUYS BLVD #109,SHERMAN OAKS,91403-1778,4954 VAN NUYS 91403-1778,,,,722110,Full-service restaurants,4,10/01/1997,,"(34.1603, -118.4487)"
0000976139-0001-6,EMPORIUM THAI CUISINE LLC,,1275 WESTWOOD BLVD,LOS ANGELES,90024-4811,1275 WESTWOOD 90024-4811,,,,722110,Full-service restaurants,5,03/16/2000,,"(34.0574, -118.443)"
0000370384-0001-1,JOHN O'GROATS INC,JOHN OGROATS,10516 W PICO BLVD,LOS ANGELES,90064-2332,10516 PICO 90064-2332,,,,722110,Full-service restaurants,5,01/08/1982,,"(34.0449, -118.4193)"
0002724667-0001-1,JUAN ESCOBEDO,JUANCHOS TACOS AND BEER,3702 MEDFORD STREET,LOS ANGELES,90063-1939,3702 MEDFORD 90063-1939,10743   SAN JOSE AVENUE,LYNWOOD,90262-1820,722110,Full-service restaurants,0,01/23/2014,,"(34.0596, -118.1856)"
0003025571-0001-2,NICKER - MLK,MCDONALD'S,4348 W SUNSET BLVD,LOS ANGELES,90029-2112,4348 SUNSET 90029-2112,20790   LEAPWOOD AVENUE,CARSON,90746-3610,722110,Full-service restaurants,13,01/01/2018,,"(34.0953, -118.2842)"
0000002505-0001-7,SOUTHSIDE PIZZA INC,DOMINOS PIZZA,950 W MANCHESTER AVENUE,LOS ANGELES,90044-4916,950 MANCHESTER 90044-4916,5314 PAYLOR LANE,LAKEWOOD RANCH,34240-2202,722110,Full-service restaurants,8,08/05/1996,,"(33.96, -118.2906)"
0002172596-0001-3,CHICHEN ITZA FOOD SERVICE INC,,3655 S GRAND AVENUE #C6,LOS ANGELES,90007-4308,3655 GRAND 90007-4308,,,,722110,Full-service restaurants,9,09/01/2006,,"(34.013, -118.2806)"
0002264382-0001-9,ARMANDO A RODRIGUEZ,MANDO'S RESTAURANT,6483 N FIGUEROA STREET,LOS ANGELES,90042-2802,6483 FIGUEROA 90042-2802,,,,722110,Full-service restaurants,14,08/03/2007,,"(34.1198, -118.1836)"
0002701802-0001-8,AURA THAI HOLLYWOOD,,1415 N VERMONT AVENUE,LOS ANGELES,90027-6023,1415 VERMONT 90027-6023,,,,722110,Full-service restaurants,13,09/16/2013,,"(34.097, -118.2917)"
